Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Cuban Salsa & Rueda de Casino Classes!,2025-04-27T17:00:00-04:00,25 W 31st street,6,"Chris Rogicki, Evelyn, Nayelli Valencia , Nilka Acosta, Steven Dure",https://www.meetup.com/cuban-salsa-new-york/events/307120019/,"💃🏼🕺🏼Have you ever tried **Salsa**? How about ***Cuban*** **Salsa**? Now is your chance to learn this exciting & fun dance! On **Sunday, January 5th**, we are offering a Cuban-style Salsa **BEGINNER** introduction class! The class will start its curriculum from scratch, will be in a dance studio, & will be kept comfortably small to facilitate learning, so IT DOESN’T MATTER IF YOU HAVE NEVER DANCED! Also, having a partner is not required as we constantly rotate during the class. This format gives you the opportunity to practice your steps with various partners & prepares you for the social dance scene in a safe & pressure-free environment.

The teachers, a male & female, teach progressive levels of Cuban Salsa Partner work, also known as **Casino** & **Rueda de Casino** \- an interactive group dance where there are constant partner exchanges with fun patterns executed in unison\!

🇨🇺The new session of Cuban Salsa begins on **Sunday, 1/5!** 🇨🇺

▫️**Sundays** (January 5th - 26th):

🔹**5:00-6:00pm** \| **Absolute Beginner Cuban Salsa** - **Level 1**

This class is for absolute beginners with little to no dance experience & will allow you to develop a strong foundation in Cuban Salsa in an extremely fun, stress-free atmosphere. In each 60-minute class of the four week series, students focus on developing dance fundamentals including rhythm, coordination, balance, & the specific technical aspects of Cuban Salsa, including basic steps & turn patterns, partnering technique, & the fundamental motions of Casino. Students will also learn social dancing etiquette, floorcraft, & partner safety in an extremely warm, relaxed, social & fun environment.

💲PRICE
-For First Time members & their guests, **1st Class: ONLY $15, 50% OFF!!!**
Normally $30 Drop-In!

-Level 1 full month package of **4 classes: ONLY $75** \- Normally $100\. That's 4 classes for the price of 3\!\!\!

-Payment in advance encouraged either via Credit Card: https://fuakata.square.site , Venmo: @Chris-Rogicki , Cash App: $FuakataSalsaNYC , or Zelle: Christopher.Rogicki@gmail.com

**📍Location:**
Adelante Studios
25 W31st Street
New York, NY 10001
Between Broadway & 5th Avenue
Floor 2 = Grand Ballroom Space/3,000 sq ft of Dance Floor
🗽 Herald Square/NoMad/Koreatown
🚇 **Nearby Subways:** 34th St Station on B, D, F, M, N, Q, R, & PATH trains

All classes are taught by both a male, Chris/Ryan/Mark, & female, Nayelli/Svetlana/Jenny, so women can easily follow another woman while men are following a man at the same time! They have over 25 years of training, teaching, performing, & traveling to Cuba to collaborate with the very best in the Salsa world. Feel free to contact them if you have any questions:

📨 Chris: Chris@CubanSalsaNewYork.com / 📲 908.601.3415

For those with **previous experience** dancing Cuban Salsa, we also offer a **Level 1.5/Advanced Beginner class**, also on Sundays at 5:00pm, simultaneously as the absolute beginner class. See below:

▫️**Sundays** (January 5th - 26th)

🔹**5:00 - 6:00pm** \| **Advanced Beginner/Improver Cuban Salsa & Rueda de Casino - Level 1.5**

This class is for advanced beginners that have completed our 4-week absolute beginner series & further extrapolates from key foundational motions in Cuban Salsa. In each 60-minute class of the four week series, students focus on improving & fine-tuning the core introductory elements of Casino: Exhíbela, Dile que No, Guapea, Enchufla-based patterns, closed & open position transitions, & compositional variations. Rueda de Casino, an interactive group dance involving rapid partner exchanges, will also be introduced with the goal of increasing & fortifying responsiveness in both lead & follow roles, along with spatial orientation & kinesthetic awareness. Upon completion, students will have all the necessary tools to transition to the intermediate level.

🚨 For our complete schedule & additional info, check out:
🔗 https://mailchi.mp/074abe23ff2a/cuban-salsa-new-session-begins-this-week-lets-dance

We look forward to dancing with you!

Con Cariño Casinero,

Evelyn, Jenny, Nayelli, Nikki, Svetlana
Javier, Mark, Ryan, Chris & the Fuákata Crew
🇨🇺 🎶 💃 💥 🕺 🎶 🇨🇺

💻 https://linktr.ee/fuakata
🔗 www.facebook.com/events/3307263402747897/3307263432747894"
Two Plus Two: A Powerful Immigrant Story Through Theater,2025-04-26T14:00:00-04:00,518 West 125th Street,5,Sister V,https://www.meetup.com/blacknewyork/events/307290137/,"Join us for an afternoon of powerful storytelling, music, and community with the live play **“Two Plus Two: Not Always Four”**—an immigrant story you’ve never heard.

Written by acclaimed playwright Cesi Davidson and directed by Gha’il Rhodes Benjamin, this short play brings to life Khayrah’s return to her ancestral home and her journey through the complexities of American life.

Featuring: Ann Marie Yali Music by: Dana Gae Hanchard
Production Assistant: Rosita Timm
Presented by: *Short Plays to Nourish the Mind & Soul* in collaboration with the *George Bruce Library*

**Why Attend?**
Experience storytelling that uplifts untold immigrant narratives. This event is FREE and open to the adult public.

Let’s meet up, enjoy the show, and connect after the performance. We’ll gather near the entrance of the George Bruce Library by 2:00 PM so we can sit together!"
Finale at Yasouvlaki,2025-05-07T18:30:00-04:00,594 Amsterdam Ave,14,"Greg Remington, Patty Keck Remington",https://www.meetup.com/supper-west-siders/events/307347873/,"Hey gang, hoping you can join us for what will be our final event as hosts of the Upper West Siders. Been a lot of fun, but it's time to pass the torch or shut it down. Yasouvlaki recently opened in our neighborhood - they also have a location on the UES. We went a few weeks ago and enjoyed it.

https://yasouvlakinyc.com/"
FREE Indoor Garden Building Class ( Use AI to Assemble/build your garden),2025-04-26T19:00:00-04:00,,41,Clift Hart,https://www.meetup.com/washington-indoor-gardening-meetup-group/events/306169237/,"Hey Future Greenthumbs!

Now that you have your indoor garden plan (and supplies) now it's time to put everything in motion.

This class is for you if:

* You know what you want to grow indoors
* You have the materials ready
* You have questions about how to get set up or what to grow
* You are growing indoors already and have questions or problems

If you do not meet the criteria above then please join us for the **Monthly Indoor Garden Class** (FREE and remote) [here](https://www.meetup.com/washington-indoor-gardening-meetup-group/events/292269684/?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=link).

The agenda is as follows:

* Introduction
* Basic Information about-
* Indoor Growing Supplies
* Planting
* Harvesting
* Time to Harvest for Different Plant Types
* Individualized AI Garden Planning using the Green Thumb Guide (GTG for short)

The **GTG** is our new *AI Indoor Gardening Chat Bot*. (You may access it [here](https://chatgpt.com/g/g-Ce85BdfWw-green-thumb-guide-gtg) before the class)

It can be used for many things including:

* Planning your indoor space using any given square footage
* Estimating planting, maintenance, and harvesting time
* Providing detailed instructions on how to plant each plant type
* Generating a comprehensive shopping list
* Helping with new questions you might have about indoor growing as your personal 'growing assistant'

Happy growing!

Clift
---

Chief Community Grower at iwantagreenthumb.com and plant3r.com"
Finale at Yasouvlaki,2025-05-07T18:30:00-04:00,594 Amsterdam Ave,14,"Greg Remington, Patty Keck Remington",https://www.meetup.com/supper-west-siders/events/307347873/,"Hey gang, hoping you can join us for what will be our final event as hosts of the Upper West Siders. Been a lot of fun, but it's time to pass the torch or shut it down. Yasouvlaki recently opened in our neighborhood - they also have a location on the UES. We went a few weeks ago and enjoyed it.

https://yasouvlakinyc.com/"
In Person Meet and Greet,2025-05-09T19:00:00-04:00,85 E. 4th St.,23,Teresa Mishler,https://www.meetup.com/new-york-activism-group/events/307140037/,"Hey All! The group has almost reached 100 members! Let's meet up in person and get to know each other. I am leaving this as an open meetup. In other words, no agenda and no plan. We will meet at a cool, speakeasy type lounge, have a few drinks, and maybe make some new friends. I don't want this group to solely be a protest group. We can make friends along the way. Besides, change is always made through building relationships. It will also get this introvert out of her apartment! I hope to see you there and meet you in person! :)"
Williamsburg French Conversation !,2025-05-06T19:00:00-04:00,4 Berry St. Corner North 14th St,4,"Gilda Di Carli, Stinald",https://www.meetup.com/williamsburg-french-conversation-meetup/events/307309589/,"WILLIAMSBURG FRENCH is BACK!

**\> \> \>** Manhattan, Brooklyn et Queens **<<<**

Pour avoir des bonnes soirées de conversation avec tous les niveaux de la plus belle langue dans le monde entier. La langue de la France.

Cette Berry Park est un endroit avec des tables sur le toit et à l'intérieur (en cas de pluie) qui est très facile à atteindre. Right next to the Nassau Avenue G train stop and the B43, B48 and B62 bus terminal coming from Williamsburg and Long Island City.

Tous les autres dans d'autres endroits (New Jersey, Long Island, etc.) qui peuvent se joindre à nous, sont également les bienvenus.

Il n'y a pas de couvre-feu pour cette rencontre Meetup. N'importe qui peut venir et rester jusqu'à quand. Bien que la plupart seront là plus tôt.

**Le coût de cet événement**: You will be expected to order $omething from the bar. Et aussi, il vous sera demandé de changer de siège au moins une fois pendant le Meetup.

**RSVP is required** by 6:30pm on the evening of the event and attendance will be taken. Si vous n'êtes pas inscrit sur notre liste pour la soirée, you may be turned away or charged a fee.

Corner of Nassau Ave & Berry St.
www.berryparkbk.com/"
Morning Footy @ Sternberg ,2025-04-25T09:30:00-04:00,"Montrose Ave & Leonard St, Brooklyn , NY",20,"Mike B, Pedro, Jerry Montero",https://www.meetup.com/nysoccerproject/events/306891642/,
BFC Saturday game 10:45 am TBC,2025-04-26T10:45:00-04:00,195 Cadman Plaza W,14,Ricardo Iván Martínez Zamudio,https://www.meetup.com/meetup-group-sceopdbn/events/307419510/,"**ARRIVE ON TIME. No shows will get you banned from the group.**

***Arrival after 11:10 will result two turns as goalkeeper per half.***"
Cuban Salsa & Rueda de Casino Classes!,2025-04-30T19:00:00-04:00,25 W 31st street,6,"Chris Rogicki, Evelyn, Nayelli Valencia , Nilka Acosta, Steven Dure",https://www.meetup.com/cuban-salsa-new-york/events/307100146/,"💃🏼🕺🏼Have you ever tried **Salsa**? How about **CUBAN Salsa**? Now is your chance to learn this exciting & fun dance! On **Wednesday, April 2nd**, we are offering a Cuban-style Salsa **BEGINNER** introduction class! The class will start its curriculum from scratch, will be in a dance studio, & will be kept comfortably small to facilitate learning, so *IT DOESN’T MATTER IF YOU HAVE NEVER DANCED*! Also, having a partner is not required as we constantly rotate during the class. This format gives you the opportunity to practice your steps with various partners & prepares you for the social dance scene in a safe & pressure-free environment.

The teachers, a male & female, teach progressive levels of Cuban Salsa Partner work, also known as **Casino** & **Rueda de Casino** \- an interactive group dance where there are constant partner exchanges with fun patterns executed in unison\!

🇨🇺The new session of Cuban Salsa begins on **Wednesday, 4/2!** 🇨🇺

▫️**Wednesdays** (April 2nd - 30th):

🔹**7:00-8:00pm** \| **Absolute Beginner Cuban Salsa - Level 1**
This class is for *absolute beginners* with little to no dance experience & will allow you to develop a strong foundation in Cuban Salsa in an extremely fun, stress-free atmosphere. In each 60-minute class of the four week series, students focus on developing dance fundamentals including rhythm, coordination, balance, & the specific technical aspects of Cuban Salsa, including basic steps & turn patterns, partnering technique, & the fundamental motions of Casino. Students will also learn social dancing etiquette, floorcraft, & partner safety in an extremely warm, relaxed, social & fun environment.

💲PRICE

* For First Time members & their guests, **1st Class**: **ONLY $15, 50% OFF!!!**

Normally $30 Drop-In!

* Level 1 full month package of **4 classes**: **ONLY $75 -** Normally $100! *That's 4 classes for the price of 3!!!*

-Payment in advance encouraged either via Credit Card: https://fuakata.square.site , Venmo: @Chris-Rogicki , Cash App: $FuakataSalsaNYC , or Zelle: Christopher.Rogicki@gmail.com

**📍Location:**
Adelante Studios
25 W31st Street
New York, NY 10001
Between Broadway & 5th Avenue
Floor 2 = Grand Ballroom Space/3,000 sq ft of Dance Floor
🗽 Herald Square/NoMad/Koreatown
🚇 **Nearby Subways:** 34th St Station on B, D, F, M, N, Q, R, & PATH trains

All classes are taught by both a male, Mark & Chris, & female, Nikki & Nayelli, so women can easily follow another woman while men are following a man at the same time! They have over 25 years of training, teaching, performing, & traveling to Cuba to collaborate with the very best in the Salsa world.

Feel free to contact them if you have any questions:
📨 Chris: Chris@CubanSalsaNewYork.com / 📲 908.601.3415

For those with **previous experience** dancing Cuban Salsa, we also offer a **Level 1.5/Advanced Beginner class at 7:00pm** (the same time as Level 1/Absolute Beginner at 7:00pm & a **Level 2/Intermediate class at 8pm**. See below:

▫️**Wednesdays** (April 2nd - 30th):

🔹**7:00 \- 8:00pm \| Advanced Beginner/Improver Cuban Salsa & Rueda de Casino \- Level 1\.5**

This class is for *advanced beginner*s that have completed our 4-week absolute beginner series & further extrapolates from key foundational motions in Cuban Salsa. In each 60-minute class of the four week series, students focus on improving & fine-tuning the core introductory elements of Casino: Exhíbela, Dile que No, Guapea, Enchufla-based patterns, closed & open position transitions, & compositional variations. Rueda de Casino, an interactive group dance involving rapid partner exchanges, will also be introduced with the goal of increasing & fortifying responsiveness in both lead & follow roles, along with spatial orientation & kinesthetic awareness. Upon completion, students will have all the necessary tools to transition to the intermediate level.

**🔹8:00 \- 9:00pm \| Intermediate Cuban Salsa & Rueda de Casino \- Level 2**

This progressive class is geared for those that have danced Cuban Salsa before & allows you to further solidify, fine-tune, & expand upon the basics covered in both Levels 1 & 1.5. Here is your opportunity to refresh all of the beginning motions at a pace that is comfortable for you while continuing to cement a solid foundation in this exciting, interactive, & fun dance. Students will be able to execute moves at the intermediate level with specific attention to patterns involving both Vacílala & Paséala & their variations. Linear & lateral Guapea footwork patterns will also be introduced. This high-energy class focuses on combinations, leading & following technique, styling, body motion, & fun salsa suelta footwork. Lead better. Follow better. Dance better.

We look forward to dancing with you!

Con Cariño Casinero,
Evelyn, Nayelli, Nikki, Svetlana
Javier, Mark, Ryan, Chris & the Fuákata Crew
🇨🇺 🎶 💃 💥 🕺 🎶 🇨🇺
💻 https://linktr.ee/fuakata
🔗 https://www.facebook.com/events/1094880342440276/1094880345773609"
Make Art and Crafts together ,2025-04-28T19:00:00-04:00,33 Nassau Ave,12,"danny, Dat, Evan, Kayla Battle, Sarah",https://www.meetup.com/williamsburg-art-club/events/307039352/,"Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim."
Virtual Bible Study,2025-04-28T19:00:00-04:00,,51,Sheraline Thomas,https://www.meetup.com/arise-life-application-bible-study-meetup-group/events/305113235/,"This group is for anyone who would like to study the Bible to learn valuable life keys and different ways we can apply them to our lives in a supportive, encouraging, interactive setting. We welcome you to join our Zoom virtual Bible study.

We begin our topic of the night with a brief message and associated scriptures. We then have a brief discussion of the topic and then transition to our prayer time before ending our time together.

We meet on Monday nights every other week at 7pm. We look forward to seeing you. To join us RSVP to receive the link."
Writing Accountability Group (WAG),2025-05-13T19:00:00-04:00,"1887 Broadway, New York, NY 10023",5,Matt Colburn,https://www.meetup.com/nyc-writing-accountability-group-wag/events/307214143/,"We will meet to discuss strategies to increase our writing output, and brainstorm our project ideas. This is a not a critique group; we will not be evaluating each other's work. Rather, we will discuss habits that help with writing or barriers that prevent it, and how to get around those barriers.

The meeting will proceed as follows:

5 mins - brief introductions
30 mins - we will go around the circle one by one and say what we have accomplished in the past week day by day and what we want to accomplish in the next week.
20 mins writing
15 min break/check-in/brainstorming/socializing
10 mins writing
10 min break/check-in/brainstorming/socializing
END

You can track your progress day by day using this sheet:
[https://docs.google.com/document/d/1FDs5OTSyhv1yb1havGg0hnq7FMOrYpnm/edit?usp=sharing&ouid=105778229686387228964&rtpof=true&sd=true](https://docs.google.com/document/d/1FDs5OTSyhv1yb1havGg0hnq7FMOrYpnm/edit?usp=sharing&ouid=105778229686387228964&rtpof=true&sd=true)"
Astoria Gay Book Club: May Meeting,2025-05-15T18:15:00-04:00,28-50 31st St,16,Pete Tomao,https://www.meetup.com/astoria-gay-book-club/events/307356448/,"**Come out for Astoria Gay Book Club! May, 15th, 6:15pm-7:15pm at** **[Fresco's Grand Cantina](https://www.instagram.com/frescosgrandcantina/?hl=en)!!!!**

We are excited to support LGBT and POC-owned establishments and grateful to Frescos for hosting us.

Book club aims to be a supportive and welcoming space for queer and LGBTQ+ men. Our monthly meetups strive to be low-key and inclusive.

If you love books and want to build a supportive community, we would love for you to join us!

Meetings will start with brief intro so we can get to know each other and socialize, and then we begin our book discussion. **You do not** **have to finish the book to participate**. We hope to see you soon! Agenda below.

Discussions will be **respectful, open-minded,** and **fun**. Rudeness, hateful rhetoric, and disruptive behavior are no-gos.

**This month's book: The House in the Cerulean Sea by TJ Klune**

**6:00**: Meet upstairs!

**6:15pm:** Introductions, order drinks, say hello

**6:30pm:** Discussion begins.

**7:00pm:** Choose new book

**7:15pm:** Break for social!

**Fresco's is located at 28-50 31st St, Astoria, NY 11102**"
Building self confidence and self esteem,2025-04-30T19:00:00-04:00,,15,RAMANDEEP KAUR,https://www.meetup.com/meetup-group-eogfcrea/events/306822375/,"Building self-confidence and self esteem involves developing a positive and realistic perception of oneself, as well as believing on one's abilities and worth. It is a process that requires self awareness, self acceptance, and self care. Let's discuss some key points to consider when working on building self confidence and self esteem."
"No Fooling This Time! Collectors Alert, Classic Reds!",2025-05-10T19:00:00-04:00,117 W 58th St,6,Stephen Halperin,https://www.meetup.com/new-york-drinking-dinning-meetup-group/events/307038946/,"OK, I had my fun with April Fool's Day, but this is the real deal! We will have 1 white wine from Burgundy, followed by 3 Collectable Napa reds. This will be a 6 person event.

**Because of the high cost of these wines, and what both Meetup and PayPal will charge for this event, for the first people to sign up, I will require direct payment via Venmo. If you want to come to this event, send me a direct message via Meetup, Text, or Email and I'll give you the payment instructions.**

We will be dining at Tuscany Steak House. Located on W. 58th Street, between 6th and 7th Aves.

Here is a link to their menu...

[Tuscany Steakhouse Menu](https:tuscanysteakhouse.com/menus/#lunch-dinner-menu)

\*\* The cost of this event is **$203** **PER PERSON** and is for the cost of the wines **and** corkage only. Please understand, that Tuscany Steakhouse charges us corkage, which is included in the price of the event. PLEASE ONLY SIGN UP FOR THIS DINNER IF YOU ARE SURE YOU CAN MAKE IT.

NOTE: **Meetup has started charging a ""Partner Fee"" that is above and in addition to the listed price of the event. It is annoying and confusing, but there is nothing I can do about it. It comes to approximately $8 more for each RSVP. You will see this charge when you complete your rsvp and pay for the event. Sorry! MEETUP+ members are exempt from this charge.**

Just a reminder of our usual rules:

You will also have to pay the cost of your food (plus 33% for tax and tip). Please order at least two courses (i.e. a main dish and either appetizer or dessert) for your dinner.

Please read and understand the group's cancellation policy. If you take spot, then cancel, and no one else takes the spot, you will not receive a refund or credit. No refunds or credits will be given for no-shows or late cancellations (unless someone else takes your spot). All cancellations are subject to a $15 service fee.

Please use public transportation - NO DRINKING AND DRIVING!

The Wines (notes will be distributed at the dinner):

**2013 Dureuil-Janthial Puligny-Montrachet Les Corvées des Vignes ($100) - 92.3**, No reviews that I could find. The winery produces mostly wines from Rully in the Cote Chalonnaise, but they own this small vineyard in Puligny-Montrachet in the Cote d'Or. It is an older white Burgundy, but I think it will still taste great!

**1996 Ridge Monte Bello ($275) - CT 93.7, WA 96+ points**, ""The most aromatically exotic vintage of the decade, the 1996 Monte Bello is superb, bursting from the glass with an extravagant bouquet of cassis, cigar box, rich soil, roasted meats and decadent oriental spices. On the palate, it's medium to full-bodied, richly tannic and very intense, with a deep and tight-knit core and a bright line of acidity, concluding with a long, youthful finish. The 1996 vintage saw rain during flowering—which reduced yields at this address to less than one ton per acre—followed by a warm summer. The result is a super concentrated Monte Bello that hasn't even reached its plateau of maturity yet. Choosing between this and the formidable 1995 will always be a challenge, but I suspect the 1996 has the greater upside. The blend consists of 80% Cabernet Sauvignon, 11% Merlot and 9% Petit Verdot, attaining 13.2% alcohol. (drink 2020-2040)""

**2007 Paul Hobbs Cabernet Sauvignon Beckstoffer To Kalon Vineyard ($375)** \- CT 96\.7\, WA 98\+ points\, ""\*\*From the amazing Beckstoffer To\-Kalon Vineyard\, Hobbs’ 2007 Cabernet Sauvignon is a slightly more opulent\, broader\, savory effort that comes close to the perfect 2002\. The 2007 has more noticeable tannin than the 2002 did at the same stage as well as more obvious minerality\, but notes of graphite\, black currant liqueur\, licorice\, cedar\, and spice box are found in this full\-bodied\, multidimensional\, fabulously concentrated wine\. It was aged in 100% new Taransaud French oak barrels\. Give it 5\-6 years of cellaring\, and drink it over the following three decades\. \(drink 2014\-2044\)""

**2012 Realm Cellars Cabernet Sauvignon Beckstoffer To Kalon Vineyard ($300) - CT 95.9, WA 97+ points**, ""The 2012 Cabernet Sauvignon Beckstoffer To Kalon emerges from another first-growth vineyard that was acquired by Andy Beckstoffer in 1993, and planted with multiple clones of Cabernet Sauvignon and a small amount of Cabernet Franc. The original vineyard was planted in 1868, but the present one consists of nearly 90 acres. The 2012 reveals incredible complexity and density with notes of Christmas fruitcake, baking spices, licorice, crème de cassis and forest floor. Full-bodied with the vintage’s opulence and drama, this 100% Cabernet Sauvignon was fashioned from Clones 4 and 337. It should age effortlessly for 25-30 years. (drink 2014-2044)"""
Be Productive and Make New Friends - Coworking Session at Graduate Hotel,2025-04-30T10:00:00-04:00,22 N Loop Rd,2,TJ,https://www.meetup.com/new-york-coworking-friends/events/307412671/,"**PRODUCTIVE AND SOCIAL COWORKING SESSION AT GRADUATE HOTEL (ROOSEVELT ISLAND)**

Work in a focused but social environment with other remote workers.

→ Stay focused and get work done
→ Make new friends and connections in the breaks and lunch
→ Meet people who may become collaborators or can help in your current projects
→ Chat to others in your breaks to take your mind off work and combat stress
→ Get inspired by others
→ Find an accountability buddy to keep you productive

**PRICE**
You are encouraged to buy something from Graduate Hotel to support the venue while using their space.

⏰ **SCHEDULE**
**10am - 1pm:** Focused co-working with social breaks
**1pm - 2pm:** Community lunch - join a lunch outing
**2pm - 5pm:** Focused co-working with social breaks
**5pm - 6pm:** Optional after-work social 🍻

You can arrive and leave anytime you like - feel free to join only part of the day or arrive early.

🚀 **JOIN WHATSAPP COMMUNITY TO STAY UPDATED!**
→ Join our [Whatsapp community](https://jstrieb.github.io/link-lock/#eyJ2IjoiMC4wLjEiLCJlIjoidi9IZlNZL0hjbkVQL2E2YmpHUzJ6RnFYSW8wTS9DNWlvL0IvNUdqSUVVWjJ5N2ZFSmM4dTJEbXJPM1pqVWxYUGRCMTU5cHhTbkJIM1FRN0tiTUNtMUE9PSIsImgiOiJjb3dvcmsiLCJzIjoidXM4MnF0OGQ1eWQyWUVqWkxsODZzUT09IiwiaSI6IjgwSmRTRE1wYVFGaGFYV3cifQ==) to find people when you arrive, ask any questions, stay updated about the meetup or join coworking sessions or socials organized by members on other days.

📍**LOCATION**
[Graduate Hotel](https://maps.app.goo.gl/GUVEFGPC4XMKB3P98). It's a beautiful hotel lobby with drinks, power outlets, good WiFi and large tables for everyone to socialize easily."
Novice Volunteer Trip - Pier A - 2 Miles,2025-04-25T17:30:00-04:00,Frank Sinatra Dr,8,Katelyn Chen,https://www.meetup.com/hoboken-cove-community-boathouse/events/307424939/,"This trip is open for those who regularly helped us fulfill our mission and ran our public program by volunteering during our embayments in 2024.
If you did not have a chance to volunteer this year, we will have new volunteer orientation and begin to train volunteers in May 2025.
\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-
**Novice Trip - Pier A Trip 2 miles**
We'll paddle south against an increasing flood.

PREREQUISITES TO RSVP (must have met all listed):

1. Volunteered AT LEAST 4 shifts in 2024 during our public kayaking days
2. Completed 2 trainings with our boathouse in 2024
3. Completed 1 novice trip and a wet exit
4. Show control of your craft and can launch and land safely

CRAFT:

* Sit on top - nope
* Sea Kayak - only if completed a wet exit and show control of your kayak
* SUP - only if completed 2+ mile round trip in 2024
* Surfski - only if completed 2+ mile round trip in 2024

COME PREPARED:
The water is cold (53F) so you must bring a drysuit or wear one of the boathouse's!

* Water shoes
* Hat / sunglasses
* Change of WARM clothes
* Water in a reusable bottle

TIMELINE:
5:30 pm Arrive at the boathouse
6:00 pm Safety briefing
6:15 pm Warm-up in HCCB Cove
6:30 pm Depart for Pier C or Pier A
7:00 pm Turn around (wherever we are)
7:30 pm Land and clean up
8:00 PM Trip ends

2024-04-22 NOAA predictions at battery
4:23 PM slack -
7:06 PM flood - 2.26
10:19 PM slack -
Sunset 7:46 PM"
WSP to Coney Island (Intermediate),2025-05-17T14:00:00-04:00,5th avenue and Washington Square north,8,Matt Colburn,https://www.meetup.com/nycrollerbladers/events/307301724/,"We'll skate from Washington Square Park to Coney Island. This is a 15-mile intermediate skate and will be mostly street skating, using bike lines when possible, and will include one bridge. You must know how to brake comfortably and skate on the street without assistance (although we will all be there to help each other out).

Pick up at Grand Army Plaza (in Brooklyn) at 3:30pm."
self love and attachment style support group,2025-04-27T13:00:00-04:00,,95,Tracy,https://www.meetup.com/attachment-styles-support-group/events/305143177/,"**free to return - a self-love and attachment style support group**
🌱**WORKSHOPS, RESOURCES, and SUNDAY MEETUP DETAILS**🌱
To RSVP and REGISTER for all workshops, please visit
https://calendly.com/tracy-freetoreturn
or reach out to me for more details at tracy@freetoreturn.com

**Workshops Coming Up:**
**Anxious Avoidant Dance Workshop $25**
**Navigating the Dance of Insecure Attachment Bonds**
Friday, April 25th @ 6-8pm, EDT
Register here: https://calendly.com/tracy-freetoreturn

**Other Resources:**
**Attachment Healing Consults** (2 hrs)
**Self Love & Attachment Healing Support Sessions** (1 hr)
**Crisis Calls** (30 min)
See my calendar here: https://calendly.com/tracy-freetoreturn

**Bi-Weekly Sunday Meetup Details:**
Meetup group sessions are held on Sunday afternoons. *\*There will be no admittance into the session after 1:10pm to minimize disruption to introductions*
1 - 2pm EDT, USA. The first hour of group is spent on Attachment Theory basics.
2 - 3pm EDT, USA. The second hour is spent talking about cultivating self-love, nervous system regulation, and navigating an insecure attachment style.

**Welcome to free to return: self-love and attachment style support group**
The data around attachment style theory has been around for years. But we are only just beginning to understand how important it is!
Do you know your attachment style?
Does anxiety or avoidance significantly affect your mental health?
Does anxiety or avoidance sabotage your relationships?
Is there a way out of the anxious-avoidant dance?
Let's meet and talk about:
🌿Understanding how your style makes a significant impact on your life.
🌿Understanding how your style is not fixed and can ebb and change over time.
🌿Managing your specific style challenges.
🌿Real ways to manage your style and learn to be more securely attached.
🌿The importance of and how to cultivate a deep and abiding self-love.

**More information and guidelines:**
1\. I have a psychology degree\, and 15 years of human service/social work/investigative experience\. I have also been hosting this group for over 18 months\, as well as researching this topic for years\. This is a public group\.
2\. Cameras turned on helps communication and engagement\. Please have cameras on as much as possible during meet\.
3\. Although we ask each member to respect the privacy of other group members\, please only share what you feel comfortable sharing on a public forum\.
4\. Members will treat each other with respect and kindness\. Any behaviors deemed harassing\, damaging\, or not constructive will be removed by host\.

Look forward to seeing you there! 🤍"
