Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Grab Vegan Bite 'n Explore South Street Seaport - Manhattan #FiDi,2025-05-13T18:30:00-04:00,226 Front Street,65,Karthik,https://www.meetup.com/vegetarian-nyc/events/307515560/,"**You can bring** **your own food OR grab takeout at PLANT JUNKIE FRONT ST (226 FRONT ST, NEW YORK NY) and explore South Street Seaport. Buying food/eating at veg\*n establishment is at your discretion. Dress comfortably and Stay Hydrated!**

As the evening unfolds in New York City, South Street Seaport becomes the perfect setting for an Early Summer night adventure. The historic cobblestone streets buzz with live performers, while warm lights spill from cozy shops and restaurants. Stroll along the waterfront to take in breathtaking views of the East River and the Brooklyn Bridge glowing in the distance. Enjoy vegan bites from local food vendors or step back in time with a visit to the South Street Seaport. Come experience the charm and energy of this iconic neighborhood with us!

We plan to buy takeout food at **PLANT JUNKIE FRONT ST** (226 Front Street, New York NY). We might also stop by **Van Leeuwen Ice Cream** (224 Front St, New York) prior walking over to river front area. I highly recommend ordering takeout food ahead of time. so we can go quickly to riverfront area to dine. Feel free to bring your choice of food/drink as you wish.

**FOR OUR NEW MEMBERS:** this is an incredibly friendly and welcoming group. We are a FUN group. Join us for a stellar early summer evening of walking in the South Street Seaport neighborhood with lively conversations, with fellow vegetarians and vegans.

At Veg\*n vendors - Everyone pays for themselves and they take major credit cards. Easy!

**WHERE WE WILL MEET**: We will meet at **PLANT JUNKIE FRONT ST (226 FRONT ST, NEW YORK NY)** and wait there for others until 7:15 pm.

**TRAIN DIRECTIONS:** For Plant Junkie (226 Front St.) - Take 2, 3, 4, 5, 6, A, C, train to Fulton Street Subway Station - 7 Min/ 0.3 mile to the venue.

We would love to have you join us! See you there..
Karthik :))

**You can bring** **your own food OR grab takeout at PLANT JUNKIE FRONT ST (226 FRONT ST, NEW YORK NY) and explore South Street Seaport. Buying food/eating at veg\*n establishment is at your discretion. Dress comfortably and Stay Hydrated!**

Image Courtesy - www.nyctourism.com/attractions-tours/the-seaport/"
Sketch the Brooklyn Promenade!,2025-05-17T11:00:00-04:00,"Columbia Heights, Orange Street",75,Jesse Richards,https://www.meetup.com/sketching/events/306314378/,"It's already been 2 years since we were here last, but honestly I could sketch here every day. Whenever I have friends visiting from out of town, this is one of the first places I take them. If you've never seen it, it's a truly stunning view of the downtown skyline.

**Let's meet at the north end of the Promenade: At the intersection of Columbia Heights and Orange Street.** This is the ""Fruit Street Sitting Area"".

Any problems on the day of the event, I can be reached at 646-831-9816.

Looking forward to sketching with you!

***

IMPORTANT: In case of rain, I will let people know early in the morning if it is canceled, and then reschedule for another day.

***

What makes our Meetups different from other art groups and classes? There's no instruction, but we like to share our work, and chat and be inspired. Share tips and learn from people in a casual environment where all levels of artists are welcome! Don't be shy to ask anyone anything!

• We sketch for a bit, usually 45 minutes or so, and then get back together and share our drawings, and then sketch again, etc. There's usually time for 3 sketches.

• Please bring your own supplies - anything you like to work with - pens, pencil, watercolor, pastel, small sketchbook or large paper, iPad, whatever suits you.

• We hand out nametags so everyone can meet one another!

• We take photos to share on the site later. Take a bunch!

• Sorry, but please leave the dogs at home; they tend to step on the artwork. Thanks.

• The Meetup is FREE and everyone at all skill levels is welcome!

***

Please note that if you add a comment below it will spam everyone with an email, so please use your judgment."
Music & Tech Fusion: Demo Night,2025-05-08T18:30:00-04:00,31 Pleasant Street,29,Jess L,https://www.meetup.com/boston-music-tech-meetup/events/307214204/,"Join us for an evening of exciting discussions and demos at the Boston Music & Tech Meetup!

This event will delve into the intersection of music, technology, and artificial intelligence. Contact the host (Jess) to sign up to present a demo.

Each presenter will showcase something they built at the intersection of music & tech, and talk about how they built it.

Whether you're a music aficionado, a tech enthusiast, or a curious mind looking to explore the cutting-edge advancements in music technology, this event is the perfect opportunity to network with like-minded individuals and expand your knowledge.

**LOCATION**

* Community meeting room @ Coolidge Corner Library, Brookline MA
* online: https://bit.ly/mtm-2025May8-zoom

**WHAT TO BRING**

* **Bring your laptop!**
* Due to the room setup, we will sit in a circle and view the presenter's slides on our individual laptops over Zoom.
* If you don't have a laptop, you can double up with a friend sitting next to you.

**AGENDA, APRIL 8**

* 6:15-6:30pm: Pre-event mingling (in-person in Coolidge Corner)
* 6:30-7:30pm: Meetup
* 7:30-8:00pm: Post-event mingling (in-person in Coolidge Corner)

Lineup:

* Intros & Icebreaker
* Speaker - **Andrew Ringler,** artist & creative technologist. Topic TBD.
* Speaker - **Richard Kasperowski:** ""Six Strings in My Head, 88 Keys in My Hands: Taking an Awesome Song from Concept to Streaming""

This is a hybrid online (Zoom) and in-person event (in Coolidge Corner)."
Focal Point - LIC ,2025-05-01T19:00:00-04:00,43-50 12th St,44,"Gus, Jesse Menendez, Marcello, Rona, Tyler",https://www.meetup.com/lic-board-games/events/306834772/,"Games we play: party, social deduction, strategy, euro. There's usually plenty of games around, but feel free to bring your own.
It's very important to support our hosts in opening up their place for us. We ask you to purchase a beverage from them. They have a great drink selection to choose from. Great food options in the area and that we're allowed to bring in!
If you arrive late and games have already begun, the wait for a new game shouldn't be long."
Global Azure 2025 at North Toronto Cloud & DevOps User Group,2025-05-08T18:30:00-04:00,,49,"NorthTorontoUG.com, Jack",https://www.meetup.com/northtorontoug/events/306823717/,"**North Toronto Cloud & DevOps User Group** is hosting the **Global Azure 2025**.

✅ RSVP now to reserve your spot. Spots are limited.

Presentation: **Welcome to Global Azure 2025**
Speaker: **Jack Lee (Microsoft MVP)**

Jack will kick off Global Azure 2025 with a keynote presentation.

Presentation: **Lifecycle Management and DevOps in Microsoft Fabric**
Speaker: **Alexander Turlov**

Learn how to implement DevOps best practices when working with Microsoft Fabric. We’ll discuss key lifecycle management concepts, including workspaces, CI/CD, version control, and deployment pipelines. Through a live demo, we’ll showcase how to configure a Fabric project with multiple workspaces, integrate it with an Azure DevOps Git repository, and set up an automated deployment pipeline.

Presentation: **Unpacking MCP: Learn How It Changes Cloud and DevOps**
Speaker: **Kaan Turgut**

In this session, we'll break down the Model-Context-Protocol (MCP) — the new standard for how LLMs interact with tools, APIs, and external systems.

As Cloud and DevOps engineers, we know the struggle of brittle integrations and evolving APIs. MCP solves this by decoupling models from tool logic, making automation smarter, more reliable, and easier to maintain.

Through real-world examples and DevOps scenarios, we'll explore:

* How LLMs interacted with APIs before MCP (and why it broke),
* How MCP structures interactions for flexibility,
* Practical Cloud and DevOps use cases,
* Why MCP is key for the future of AI-driven operations.

If you're building intelligent systems or automating workflows, learning MCP will give you a serious advantage.

Presentation: **Azure Functions MCP Trigger – Build AI Tools in Minutes**
Speaker: **Alex Pshul (Microsoft MVP)**

Ever tried building AI tools and ended up frustrated by the lack of clear standards? With the industry moving faster than ever, integrations quickly become messy and exhausting.

Good news! MCP (Model Context Protocol) is here to fix that! Everyone jumped onboard, Microsoft included, which means we can now use simple, serverless Azure Functions to build MCP servers. Once deployed, these servers play nicely with pretty much anything that speaks MCP (which is almost everything cool out there).

Join Alex in this live demo session, where we'll go from scratch to having a fully deployed Azure Function with MCP endpoints running in the cloud. And yes, we'll also see it live in action with GitHub Copilot, because seeing is believing!

**Host and Speaker Bio**

**Jack Lee** is a Microsoft MVP and a Cloud Solutions Architect with a passion for Azure, AI, software development, and DevOps innovations. He is an active Microsoft tech community contributor and has presented at various user groups and conferences, including the Global Azure Bootcamp at Microsoft Canada. Jack is an experienced mentor and judge at hackathons and is also the president of the [North Toronto Cloud & DevOps User Group](https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.meetup.com%2FNorthTorontoUG%2F&data=05%7C02%7CKateryna.Postrybailo%40vnextgroup.com%7C2dafee8be9dd4f02617e08dc23414914%7C6db671d8ba2f48bc9200073ae03e1b2a%7C0%7C0%7C638424011977832237%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=0b6h3CRgUx4a%2FHWA7NJwErxKtTSU4Luu7UHNbLay1j0%3D&reserved=0). He has co-authored many books, including ""Azure for Decision Makers"", ""Azure Integration Guide for Business"", and ""Azure for Architects"". You can follow Jack on Twitter/X at [@jlee_consulting](https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Ftwitter.com%2Fjlee_consulting&data=05%7C02%7CKateryna.Postrybailo%40vnextgroup.com%7C2dafee8be9dd4f02617e08dc23414914%7C6db671d8ba2f48bc9200073ae03e1b2a%7C0%7C0%7C638424011977841094%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=CAvUxvC73YJSRIB6NNeFagbVqHqLYGFTLNxkinj2Cqw%3D&reserved=0) and his user group at [@NorthTorontoUG](https://can01.safelinks.protection.outlook.com/?url=https%3A%2F%2Ftwitter.com%2Fnorthtorontoug&data=05%7C02%7CKateryna.Postrybailo%40vnextgroup.com%7C2dafee8be9dd4f02617e08dc23414914%7C6db671d8ba2f48bc9200073ae03e1b2a%7C0%7C0%7C638424011977848310%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=tDeqVRNfjiFqMliy7p5wPjGk9t8sUHmFZ5QRhkilCsk%3D&reserved=0).

**Alexander Turlov** is a senior Centrilogic Consultant. He has over 25 years of extensive hands-on experience in software engineering for various industries in a variety of roles including solution and application architecture, software design, development and support, project and team leadership, DevOps and infrastructure implementation and support, and agile/scrum team and process management. He architects and delivers scalable and reliable cloud first solutions fully aligned with business goals using an agile/scrum methodology and the latest cloud technologies and industry trends, while leading, educating and mentoring teams.

**Kaan Turgut** is a passionate tech professional who loves turning cutting-edge ideas into reality. As a Senior Cloud DevOps Engineer with deep expertise in the Microsoft Azure ecosystem, Kaan thrives on designing scalable cloud solutions, building smart AI-driven applications, and streamlining development workflows. His mission? Helping organizations unlock the full potential of the cloud to drive innovation and growth. But Kaan's impact goes beyond code and infrastructure. He's a huge believer in the idea that ""you get as much as you give."" That's why he's always sharing his knowledge with the tech community—whether it's through mentoring up-and-coming developers, hosting hands-on workshops, or speaking at industry events. He's even on YouTube, sharing tips, tutorials, and insights to help others grow. For Kaan, it's all about making a meaningful impact on the ecosystem and the lives of those around him.

**Alex Pshul** is a software architect, Microsoft Azure MVP, consultant, speaker and a tech freak. He had worked on more than 35 projects in the past 13 years, using a vast range of Azure services and various .NET and TypeScript technologies. You can follow Alex on Twitter/X at [@AlexPshul](https://twitter.com/AlexPshul) and visit [his blog](https://www.pshul.com/)."
Emotional Education 101: Using Attachment Theory to Transform Your Relationships,2025-05-03T11:00:00-04:00,,91,Aadit Narula Gupta,https://www.meetup.com/eeworkshops/events/307421531/,"**Welcome back to the Emotional Education Workshops Group!**
This free webinar is the second in our *Emotional Education 101* series. In this session, we’ll explore **Attachment Theory**—one of the most powerful frameworks for understanding ourselves and our relationships.
Have you ever wondered:

* Why you’re drawn to certain types of people?
* Why some relationship patterns seem to repeat themselves, no matter who you’re with?
* What your relationships reveal about the emotional work you still have to do?

This workshop will help you connect the dots.

**In this session, you'll learn:**

* How to identify your attachment style (Anxious, Avoidant, Secure, or Disorganized), and how it was shaped by early experiences.
* The core needs, fears, and communication tendencies of each style—and how they play out in adult relationships.
* What creates attraction between people (from biological factors to subconscious comfort zones to complementary needs).
* Why the people we’re attracted to often reflect the *next stage of our growth*—and how to interpret those patterns with self-awareness and compassion.
* How to use attachment theory to uncover your specific personal growth areas—whether emotional regulation, boundaries, communication, or inner belief work.
* Practical tools for moving toward more secure, fulfilling connections with yourself and those you love.

**Format:**

* 1-hour interactive talk
* 20-minute live Q&A
* Participants will receive a downloadable handout with exercises to explore after the session.

**Bring:** A notebook and pen—many attendees find it helpful to reflect and jot down insights during the session.

**Camera Policy:**
We love seeing faces, but there’s no pressure! Whether your camera is on or off, you’re welcome just as you are.

**Cost:**
Free. These workshops are part of my ongoing mission to make transformative insights from psychotherapy, neuroscience, and relationship science accessible to everyone.

**About the Host:**
**Hi! I'm Aadit (pronounced like ""Audit"" but with an ""aah"").**
I'm a coach, counsellor, and public speaker helping people move beyond autopilot coping in love and work—into consciously designed, fulfilling lives. My approach is grounded in neuroscience and psychotherapy, is trauma-informed, and is rooted in acceptance, humor, and loving-kindness. I support clients in re-conditioning the subconscious (""pre-rational"") patterns that limit their relationships, careers, finances, and emotional well-being—so change happens at the root.

**More About Me:**
I studied at Yale and Deep Springs College, and was named the TOMS Scholar while pursuing graduate work at Columbia. After graduation, I held an academic editorial appointment in behavioral economics with Dr. Karla Hoff and Nobel laureate Dr. Joseph Stiglitz at Columbia Business School, and later worked as a corporate strategy consultant at a leading firm in New York.
In graduate school, I realized my true passion lay in science-based personal development—and in supporting people striving to lead better lives. I spent four years studying psychology, trauma studies, and global mystical traditions (Daoism and Sufism, and within Buddhism, Christianity, and Judaism), and trained as an Integrated Attachment Theory coach under Dr. Thais Gibson. I now work with clients and host public events focused on emotional and personal healing and growth, using research-backed tools that create real change.
Learn more about me and working with me one-on-one at [aaditgupta.com](http://aaditgupta.com/).

**Why are these events free?**
My education—at Deep Springs and Columbia—was funded through scholarships granted with the understanding that I would use what I'd learned “in service to humanity.” These workshops and webinars are part of that mission: To make powerful insights from neuroscience, psychotherapy, and empirical relationship science accessible to everyone—regardless of financial circumstances.

--
I'm looking forward to seeing you at this online event!"
Talk & Discussion - Design's hidden power: Focusing inward for impact,2025-05-13T17:30:00-04:00,"4th Street & Morris Ave Building 127, 3rd Floor Brooklyn Navy Yard Brooklyn",29,"Barry Devin Hecker, Cameron Hanson, David Russo, Francesco, Yasmin McCall",https://www.meetup.com/sdnnyc/events/307441297/,"## Details

**TUES, May 13 - 5:30 PM EDT**
**Talk & Discussion: Design's hidden power: Focusing inward for impact**
Hosted by [Smart Design](https://smartdesignworldwide.com/)
**Event Description**
The same design methods used to create great products and customer experiences can be just as effective inside your company. These approaches can improve internal tools, streamline processes, and support organizational change, offering creative ways to enhance how your teams work together. Hear directly from experts applying these principles and join a panel discussion with design leaders from **The New York Times, Wells Fargo, IBM, and Smart Design**.

Panel guests include:

**[Yvonne Tran](https://www.linkedin.com/in/yvonnetran/)**, Product Design DirectorThe New York Times
**[Joe Jancsics](https://www.linkedin.com/in/jancsics/)**, Principal Service Designer, Wells Fargo
**[Shani Sandy](https://www.linkedin.com/in/shanisandy/)**, Design Executive, IBM
**[Cameron Hanson](https://www.linkedin.com/in/cameronhanson/)**, Strategy Director, Smart Design

They will share practical strategies and real-world examples covering:

* How to identify opportunities for internal improvement
* Techniques for gaining buy-in from colleagues and leadership
* Ways to use design effectively to create meaningful change within your teams and organization

**Agenda**

* 5:30 PM Doors open
* 6:00-7:00 PM Panel discussion
* 7:00-7:30 PM Networking

**Address**
**[Smart Design Brooklyn Studio](https://smartdesignworldwide.com/)**
[4th Street & Morris Ave](https://www.google.com/maps/place/4th+St+%26+Morris+Ave,+Brooklyn,+NY+11205/@40.6998307,-73.9787851,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bceb33c713f:0x4e0ecb44963e2006!8m2!3d40.6998267!4d-73.9762048!16s%2Fg%2F11hb8gvn1z?entry=ttu)
[Building 127, 3rd Floor](https://www.google.com/maps/place/4th+St+%26+Morris+Ave,+Brooklyn,+NY+11205/@40.6998307,-73.9787851,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bceb33c713f:0x4e0ecb44963e2006!8m2!3d40.6998267!4d-73.9762048!16s%2Fg%2F11hb8gvn1z?entry=ttu)
[Brooklyn Navy Yard](https://www.google.com/maps/place/4th+St+%26+Morris+Ave,+Brooklyn,+NY+11205/@40.6998307,-73.9787851,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bceb33c713f:0x4e0ecb44963e2006!8m2!3d40.6998267!4d-73.9762048!16s%2Fg%2F11hb8gvn1z?entry=ttu)
[Brooklyn, NY 11205](https://www.google.com/maps/place/4th+St+%26+Morris+Ave,+Brooklyn,+NY+11205/@40.6998307,-73.9787851,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bceb33c713f:0x4e0ecb44963e2006!8m2!3d40.6998267!4d-73.9762048!16s%2Fg%2F11hb8gvn1z?entry=ttu)

#### Getting to our studio

The easiest Navy Yard entrance is Sands Street (marked 1 on the map), as it is most direct from the subway. ***Please note that Cumberland Street (marked 2 on the map) will be closed for construction through March 2026.***
Our entrance is between buildings 41 and 127 (our building). When you enter our building, open the interior door to access the elevator for the 3rd floor.

\*\*\*Please have your event confirmation email with you to show the guard attendant for entry. Let them know that you are here for a Smart Design event.\*\*\*

**Financial Transparency & Scholarships**

* As a non-profit, we do our best to strike a balance between making our events available to all and ensuring we keep the x

See you there :)
David, Francesco, Yasmin, Cameron, Lynn, Nicholas, & Barry"
How A Few Tweaks Have Exploded The CRE Financing Business,2025-05-13T19:00:00-04:00,22 W 46th Street (3rd Floor),19,Matt Picheny,https://www.meetup.com/nyc-multifamily-investing-meetup/events/307355487/,"Commercial real estate financing is changing—fast. And no one is leading that charge quite like **Ira Zlotowitz**.

Ira is a trailblazer in the CRE financing world. Over his 25+ year career, he’s been at the helm of some of the most transformational moves in the industry:
✅ Youngest president of any Top 10 mortgage brokerage
✅ Crain’s “Forty Under 40” honoree in his 20s
✅ Scaled Meridian from $300M to $2B+ in loans
✅ Grew Eastern Union to over $5B in annual transactions

Now, as the founder of **GPARENCY**, he’s shaking up the game again—bringing transparency and guaranteed results to debt sourcing and empowering property owners across the country. At this meetup, Ira will break down what’s *actually* changed in the lending landscape, what’s outdated, and how his unique “Debt Diligence” approach is rewriting the playbook.

Whether you’re an active investor or just real estate-curious, this is a rare chance to learn from someone who’s helped fund billions and isn’t afraid to challenge the status quo.

***

**Hosted by Matt Picheny**, general partner in over 4,750 units and founder of *[Scaling Up With Syndication](http://www.scalingupwithsyndication.com)*. These monthly events are designed to help real estate investors grow their portfolios and their networks—with real insights, great connections, and zero fluff.
✅ No cost to attend
✅ Casual vibe, great people, and even better conversations
✅ Drinks and food available at the bar

Bring your questions—and your business cards!

The event is free of charge.

Remember: Your Network = Your Net Worth

See you there!"
Play board games and meet cool people!,2025-05-02T18:30:00-04:00,269 4th Ave,71,"Kipaya Kapiga, Nate, Pat Smith, Paul Chiariello, Peggy Schriber",https://www.meetup.com/prospect-park-board-gaming-club/events/305957535/,"Follow us on Instagram: [@bklynboardgames](https://www.instagram.com/bklynboardgames/)

Same great board game night in our new spot!

Brooklyn Society for Ethical Culture's new home - **269 4th Ave Brooklyn, NY**

**New Space & New Rules**

* Donation of $12 (or whatever you can give)
* You can enter regardless of registration status (as long as we are under space capacity, 74 people)

We provide the games, soft drinks, seltzers, water, and beers, but please feel free to bring any drinks and food you like!

You'll see silly, social party games, European economic simulators, social deduction experiences, and everything in-between. We love teaching the games and sharing all the great stuff that's going on in modern game design, so even if you're not familiar (yet!) with what games can do lately, you'll come away having learned something new.

Your suggested donation of $12 (Venmo or cash) includes hours of gaming and all the beverages you care to drink, and it directly benefits the [Brooklyn Society for Ethical Culture](https://bsec.org/)."
Sunday Coed Soccer Scrimmage @ Robert Moses playground ,2025-05-04T09:45:00-04:00,420 East 42nd Street,22,"Oscar Gino Mena, Adriana Costello",https://www.meetup.com/soccer-continued-at-pier-25/events/307536027/,"• Venmo payment directly to Adriana-Costello-2

--> **we have a hard stop at 11:00am come on time so we start at 9:45**

• Pay by Saturday noon at the latest, if not you will removed

• DO NOT NO SHOW. if you can’t make it change your RSVP to “not going” the day before. There are no credits/refunds for no shows.

• If you continuously do not pass - you will be banded from games for two weeks

• We are COMPETITIVE, but CHILL. (if you play too aggressive and do not pass, you’ll be asked to not come back)

• NO CLEATS ! getting kicked by cleats is not fun ... please wear indoor or turf shoes"
Tech & AI Fluency- Beyond Chat GPT: 3 game-changing ways to use AI at work,2025-05-05T12:30:00-04:00,,38,annabelle.lebailly,https://www.meetup.com/le-wagon-montreal/events/307345074/,"**[👉👉Register to the online event here for access 👈👈](https://www.lewagon.com/events/tech-ai-fluency-beyond-chat-gpt-3-game-changing-ways-to-use-ai-at-work-9ZdFqg)**

Join us for an interactive session where you’ll discover 3 powerful ways to integrate AI into your daily work.

**Who is this webinar for?**
This session is perfect for:

* Anyone who’s used ChatGPT but wants to go further
* Professionals curious about automation, coding, or AI tools
* Teams looking to save time, make smarter decisions, or build smarter workflows

**What you’ll learn:**
✅ How to automate repetitive tasks with AI and no-code workflows
✅ How to use AI + SQL to get instant answers from your data
✅ The tools, skills, and templates to get started—whatever your level

🗓️ May 5th, 2025
⏰ 12:30 EDT
📍 Online

🎤 Continue your AI learning journey by signing up for our full series:

* Workshop 2: [Create fast, engaging ads with AI](https://www.lewagon.com/events/tech-ai-fluency-create-fast-engaging-ads-with-ai-xUeoCp)
* Workshop 3: [Top AI tools for modern web designers](https://www.lewagon.com/events/tech-ai-fluency-top-ai-tools-for-modern-web-designers-vFRmzD)

Don't miss this opportunity to learn practical ways to use AI & tech in marketing, product, and business roles to boost efficiency and innovation!

Register now and secure your spot.

**[👉👉Register to the online event here for access 👈👈](https://www.lewagon.com/events/tech-ai-fluency-beyond-chat-gpt-3-game-changing-ways-to-use-ai-at-work-9ZdFqg)**"
Tour (en Español) of Brooklyn Botanic Garden [rescheduled],2025-05-17T10:45:00-04:00,990 Washington Ave,38,Arthur,https://www.meetup.com/brooklyn-spanish-conversation/events/306979325/,"[UPDATE: This was canceled for April 26, but we will attend the next scheduled tour on May 17]
[ACTUALIZACIÓN: Esto fue cancelado para el 26 de abril, pero asistiremos a la próxima gira programada el 17 de mayo]

=== **español** === (English description below)

Hola chicos, esta semana vamos a hacer algo diferente. Vamos a asistir a [un recorrido en español por los aspectos más destacados de la temporada](https://www.bbg.org/visit/event/seasonal_highlights_tour_spanish) en el Brooklyn Botanic Garden.

IMPORTANTE: Es necesario tener un boleto para ingresar al jardín. Hay un número determinado de ""entradas comunitarias"" gratuitas todos los días.

[Consigue tu entrada aquí.](https://www.bbg.org/tickets)

Después del recorrido, encontraremos una encantadora zona para sentarnos y charlar.

*(Si hace mal tiempo, esto se cancelará.)*

=== **English** ===

Hi everyone! This week we are going to do something a little different. We will attend a tour in Spanish of the highlights of the season at the Brooklyn Botanic Garden.

IMPORTANT: You must have a ticket to enter the garden. There is a number of free ""community tickets"" available every day.

[Get your ticket here.](https://www.bbg.org/tickets)

After the tour, we will find a lovely area to sit and chat.

*(If the weather is bad, this will be cancelled.)*"
New York Outrigger 2025 Spring Meeting,2025-05-03T11:00:00-04:00,W 55th St,22,Carolyn,https://www.meetup.com/nyonovice/events/307356632/,"Please join New York Outrigger at our annual Spring Meeting to kick of the 2025 Season at our Pier 96 boathouse.

Come learn about our organization, how to become a volunteer, and be the first to see our spring schedule.

New York Outrigger leadership will be available to answer any questions.

Please RSVP below. Looking forward to seeing some of you!"
How to Leverage Virtual Assistants to Scale Your STR Business,2025-05-05T18:00:00-04:00,92 West Houston St.,30,Jarrett Chouinard,https://www.meetup.com/nyc-hosts-and-investors/events/306897875/,"Feeling overwhelmed by the idea of hiring a virtual assistant for your short-term rental business? You’re not alone — and this meetup is here to change that.

Join us Monday, May 5th, for a practical, no-fluff conversation on how STR hosts and operators can start using virtual assistants to save time, reduce burnout, and scale their businesses with less stress.

We’ll break down the myths, simplify the process, and show you exactly how to get started — even if you’ve never hired anyone before. Whether you’re managing one property or ten, this session is designed to make virtual assistants feel accessible and actionable for everyday STR operators.

**WHAT YOU'LL LEARN:**

1. What a Virtual Assistant actually does (and doesn't do) for STR businesses
2. Common fears STR hosts have — and how to overcome them
3. When it’s the right time to hire a VA
4. High-impact tasks STR investors can delegate right away
5. How to train and manage a VA (even if you’re not “good at systems”)
6. Thinking like a business owner, not just a busy host

📅 **Monday, May 5th**
📍 **The Folly** – 92 W Houston St, NYC
🕕 **6:00–9:00 PM** (Panel starts at 7:15 PM)"
Grafana NYC/Embrace: OTel me more! A practical guide for adopting OpenTelemetry,2025-05-15T18:00:00-04:00,"447 Broadway, 2nd Floor (cross Grand St.)",51,Grafana Community,https://www.meetup.com/grafana-and-friends-nyc/events/307163389/,"Join us for an observability-focused meetup in NYC! This event is an opportunity to join the folks from Grafana and Embrace for an evening of talks about OpenTelemetry 🔭

📋 Agenda

🎉 6:00 Introductions & food
Kick off the evening drinks and food 🌮

🎙️ 6:30 Talks from Mark Covello (Grafana Labs) and David Rifkin (Embrace)

**OTel me more! A practical guide for adopting OpenTelemetry**

💬 7:30 Networking and Q&As

🔚 8:00 The End

The event is well-suited for DevOps and Site-Reliability engineers, and we welcome those who are new to Grafana, OpenTelemetry or observability. We look forward to seeing you all there!"
Make friends over Pub And Grub!,2025-05-15T19:00:00-04:00,230 Fifth Avenue Rooftop Bar,41,Alessandra,https://www.meetup.com/ny-pub-and-grub/events/307107372/,"Make some cool friends while we pub and grub at *230 Fifth*!
https://230-fifth.com/

Located in the heart of New York City, Flatiron district a few blocks from the Empire State Building, **230 Fifth Rooftop** offers a unique and relaxed atmosphere to unwind and enjoy breathtaking views!

**Join us and make new friends!**

Event is free to attend: no cover, no drink minimum.

Please find the group indoors, and we'll later explore the rooftop.

PS: Please sign up only if you plan on attending. #noflakes

Appropriate profile photo is mandatory."
Women in STEM Bookclub: The Myth of Sisyphus,2025-05-17T14:00:00-04:00,480 W 42nd St,15,"Jennifer Jang, Daniela",https://www.meetup.com/nyc-stem/events/307182484/,"**Note Date Change: Instead of May 10th, as listed previously, we'll be meeting on May 17th.**

This book club is for women in STEM to explore workplace related themes that are centered on women, STEM issues, philosophy and leadership. Through these book explorations we share experiences, exchange new ideas, and empower each other through friendly conversation and community.

***

The Myth of Sisyphus by Albert Camus

Influenced by the philosophers Søren Kierkegaard, Arthur Schopenhauer, and Friedrich Nietzsche, Camus argues that life is essentially meaningless, although humans continue to try to impose order on existence and to look for answers to unanswerable questions. Camus uses the Greek legend of Sisyphus, who is condemned by the gods for eternity to repeatedly roll a boulder up a hill only to have it roll down again once he got it to the top, as a metaphor for the individual’s persistent struggle against the essential absurdity of life. According to Camus, the first step an individual must take is to accept the fact of this absurdity. If, as for Sisyphus, suicide is not a possible response, the only alternative is to rebel by rejoicing in the act of rolling the boulder up the hill. Camus further argues that with the joyful acceptance of the struggle against defeat, the individual gains definition and identity. ([source](https://www.britannica.com/topic/The-Myth-of-Sisyphus))

***

Whether you love or hate the book, read one chapter, or happened across this description and found yourself interested, come join us for coffee and conversation!
Feel free to reach out for any questions.

Sincerely,
Jenny & Daniela"
Clew & Coffee: Bookworms gather at Melting Cups (Queens),2025-05-10T10:00:00-04:00,4345 40th Street,26,Tina Le-Thornburgh,https://www.meetup.com/silentbookclubnyc/events/307373786/,"***Wake up early Saturday*** **(10 am)** to join a clew of bookworms at **[Melting Cups Café](https://www.meltingcups.com/)**

* Arrive, grab a drink, and settle in the art gallery area where comfy couches are
* 10:30 a.m. we'll do introductions sharing what book you are reading
* Read whatever book you’re currently enjoying

The clew will be reading in the art gallery - couches seating area. Please RSVP if you're in the Queens-Sunnyside area for a relaxing morning with books and coffee."
Evening Reading in Midtown East,2025-05-03T17:00:00-04:00,550 Madison Avenue,21,Laura,https://www.meetup.com/silentbookclubnyc/events/307528236/,"Come meet fellow book lovers to talk about the books we're reading. We will introduce ourselves then begin silently reading so please bring a book you'd like to read!

We will be meeting at 550 Madison Avenue, which is an outdoor public space with seating. As it's a public space there is no guarantee seating.

If it rains on Saturday, we will meet across the street at 590 Madison Avenue, which is an indoor public atrium.

If you think you will get hungry, please feel free to bring snacks!"
